no	tempo	potencia	taxaMAC
2	25,246732896832	-15	80
1	25,472430681619	-15	70
4	25,47493068841	-10	80
5	25,492509141898	-10	50
3	25,510477127518	-15	80
4	25,523368997718	-10	80
4	25,762504490999	-10	90
3	25,985544973302	-12	40
2	25,98940521677	-12	50
5	25,991795994523	-10	50
1	26,195930771098	-12	50
4	26,20257133294	-10	70
4	26,249134805089	-10	100
3	26,481940711552	-15	90
5	26,488192111191	-10	80
5	26,912555859848	-10	90
4	26,915055865899	-10	50
2	26,924509258485	-15	80
1	26,927087747754	-12	50
3	26,959586557574	-15	80
5	27,189894907702	-10	70
4	27,406608226697	-10	80
3	27,428013826033	-12	30
1	27,434188124824	-15	80
5	27,436999143715	-10	70
2	27,635274780096	-15	80
5	27,680119204422	-10	80
3	27,875191380577	-15	70
4	27,913395182122	-10	60
5	28,112764323921	-10	80
1	28,124640009377	-12	30
4	28,168468383059	-10	80
2	28,372681618619	-15	70
5	28,387994091049	-10	70
3	28,40799286813	-20	100
5	28,622754451073	-10	90
1	28,625958417613	-12	60
4	28,637207620457	-10	60
4	29,072462340265	-10	60
5	29,077821694724	-10	80
3	29,093446492286	-20	50
1	29,312113418565	-12	50
4	29,31469159169	-10	60
2	29,337817106142	-15	80
5	29,34062920872	-10	10
3	29,361566034585	-15	70
4	29,605859103908	-10	70
5	29,807884559363	-10	50
1	29,814994495762	-12	60
3	29,824680875544	-15	80
4	29,842807035961	-10	70
2	30,045145190363	-12	50
5	30,08069239028	-10	80
4	30,283498995028	-10	70
5	30,535369080067	-10	70
4	30,538494220686	-10	90
3	30,755285433683	-20	90
1	30,758254068098	-15	80
5	30,803098794316	-10	70
4	30,992467775473	-10	60
2	31,010280804632	-15	100
3	31,021686214556	-15	70
5	31,266525529954	-10	80
4	31,282072759467	-10	60
5	31,510036168095	-10	80
1	31,522928976976	-15	70
3	31,712483476875	-15	80
2	31,747249569123	-15	80
5	31,754484141248	-10	90
4	31,764640573314	-10	50
1	32,192441842313	-12	60
5	32,201738818043	-10	90
4	32,221270482744	-10	70
3	32,225019644269	-15	70
2	32,453999852965	-12	40
4	32,467749600693	-10	70
5	32,67930655322	-10	60
4	32,717932052031	-10	70
3	32,923442003687	-20	100
5	32,939848649198	-10	80
2	32,955083963903	-10	30
4	33,152421142747	-10	80
1	33,196330070947	-15	80
4	33,400072292707	-10	90
5	33,425463247802	-10	70
2	33,638660693475	-12	60
3	33,644520136944	-20	90
4	33,662567489321	-10	70
5	33,872249351413	-10	60
1	33,882905727797	-20	90
4	33,891937142411	-10	80
4	34,133181966319	-10	90
5	34,14310377357	-10	70
2	34,36872382935	-12	60
4	34,382083243004	-10	90
5	34,595515037629	-10	70
3	34,614030435946	-20	60
4	34,840119375813	-10	70
1	34,862854513752	-15	70
3	34,888634212811	-15	30
2	35,075035933918	-12	60
5	35,08667655623	-10	60
4	35,113708444449	-10	80
3	35,354170908526	-20	60
5	35,36729729316	-10	80
4	35,555259971974	-10	70
1	35,567056913258	-15	70
3	35,586431409587	-15	80
4	35,828536317433	-10	80
2	35,847678407634	-15	80
3	36,035171497771	-20	60
5	36,05423431168	-10	60
4	36,279541373278	-10	80
5	36,321260830222	-10	90
2	36,531099247432	-12	40
1	36,533755481482	-20	90
3	36,547895109227	-20	60
4	36,559146231528	-10	90
5	36,751952803302	-10	80
1	36,992181973747	-15	10
5	37,003744548054	-10	80
4	37,016791710942	-10	50
5	37,253270905044	-10	70
4	37,27475561275	-10	80
2	37,478734240796	-15	80
1	37,504751793431	-12	50
3	37,508421234076	-15	40
5	37,513500305178	-10	90
4	37,742166891535	-10	60
3	37,74825985557	-15	70
5	37,754745239469	-10	70
2	37,991646236053	-12	50
4	38,192156085715	-10	70
3	38,1976248866	-15	80
5	38,211218862106	-10	60
1	38,217938379382	-12	60
3	38,448010137176	-15	80
5	38,460198178252	-10	60
4	38,675192624242	-10	30
5	38,706442996408	-10	80
2	38,709490430889	-12	60
1	38,721396525717	-12	50
3	38,915109305127	-15	80
4	38,937062815979	-10	90
4	39,190963902761	-10	70
5	39,201432885555	-10	50
2	39,391895804519	-15	70
3	39,398380157028	-20	90
4	39,638687458361	-10	90
1	39,648141058736	-15	70
5	39,654156577614	-10	60
3	39,666108967204	-20	60
4	39,899932758806	-10	60
3	40,122895778198	-15	80
1	40,136803556891	-15	70
5	40,144615077923	-10	60
4	40,150974638219	-10	90
2	40,15609986481	-15	70
5	40,387344404354	-10	80
4	40,611713979527	-10	80
3	40,627182009511	-15	70
5	40,834520939438	-10	60
2	41,081859499884	-15	70
3	41,090140576956	-20	60
5	41,09287548913	-10	80
1	41,095376280023	-15	80
4	41,115141449028	-10	70
5	41,368105000259	-10	60
4	41,552302286594	-10	80
3	41,57067724491	-15	20
4	41,82137562792	-10	90
2	41,824500710792	-15	70
5	41,830828944294	-10	60
3	41,840906106359	-15	70
1	42,03519830393	-20	90
4	42,067932877291	-10	70
3	42,087931872858	-15	80
5	42,302146602334	-10	50
3	42,517922155029	-20	90
2	42,524563110013	-15	70
5	42,550422750627	-10	80
4	42,755651360629	-10	60
1	42,77768410991	-15	70
5	42,794120813451	-10	70
3	43,017130320779	-20	60
4	43,034396815477	-10	80
5	43,043255160104	-10	70
2	43,247672576255	-15	70
5	43,472042094853	-10	80
1	43,487823261387	-15	70
4	43,502511074617	-10	70
3	43,715708793028	-15	70
4	43,739224864613	-10	70
5	43,757506273837	-10	50
4	43,991563579177	-10	80
1	44,005238075195	-15	70
2	44,007970589665	-12	50
5	44,195151574779	-10	80
3	44,202495321856	-20	60
5	44,436240097085	-10	90
3	44,672016200015	-20	60
5	44,677563036813	-10	100
2	44,68029731686	-15	80
5	44,919354765109	-10	80
4	44,932792323739	-10	60
1	44,943964965976	-15	80
5	45,16122467883	-10	90
3	45,180443032679	-20	50
4	45,206615944858	-10	80
5	45,415672880819	-10	70
2	45,442861242015	-20	90
1	45,645355341396	-15	70
4	45,650745782854	-10	30
3	45,889646524525	-15	20
5	45,905115605712	-10	60
4	45,925897322208	-10	80
4	46,154017050723	-10	80
3	46,166125164553	-20	50
2	46,351823665882	-15	60
1	46,371434188206	-12	60
4	46,603068668761	-10	60
5	46,613771935181	-10	60
5	46,863141856617	-10	80
3	46,869234837819	-15	10
4	46,871735584197	-10	90
1	47,072511195361	-15	70
2	47,09610531182	-15	80
5	47,099074162346	-10	80
4	47,32695923032	-10	60
3	47,338755789822	-20	60
4	47,564532324761	-10	80
2	47,577189098891	-12	50
5	47,579688701813	-10	80
4	47,824839997425	-10	90
5	47,842184011268	-10	50
1	48,032177989132	-12	60
5	48,081631701816	-10	90
4	48,274594757772	-10	60
2	48,298970390186	-15	70
3	48,309203831632	-15	30
5	48,522901824788	-10	50
3	48,553026556406	-20	90
4	48,562246358347	-10	60
1	48,756303185465	-15	100
5	48,801069474559	-10	70
2	49,017313802613	-15	70
3	49,020282015836	-20	60
4	49,03387648342	-10	50
5	49,040517465716	-10	70
4	49,47441259759	-10	60
3	49,477459468485	-15	80
5	49,501943481628	-10	70
2	49,712141737932	-15	70
1	49,731361357038	-12	60
4	49,7407359791	-10	60
5	49,747173497749	-10	90
3	49,960417926202	-15	70
4	49,985183780268	-10	70
3	50,216662570392	-15	70
1	50,219710772418	-15	70
4	50,447985835359	-10	70
5	50,465017372242	-10	60
2	50,692746640515	-20	90
4	50,718137423074	-10	70
1	50,915240874308	-15	80
5	50,9378973066	-10	90
3	50,945396714255	-20	90
4	51,168673396148	-10	30
5	51,201095719423	-10	80
3	51,391714868464	-15	80
4	51,631631555524	-10	70
2	51,635069043981	-15	80
3	51,642412688468	-15	70
3	51,891548005668	-20	90
5	51,894282995271	-10	50
4	51,916939599291	-10	70
1	52,114590044942	-20	90
5	52,157325037246	-10	60
3	52,36755341219	-20	60
2	52,382788745577	-12	60
4	52,386147784139	-10	70
5	52,615126606422	-10	90
1	52,832230601139	-15	50
3	52,836215048792	-20	60
4	52,84894957788	-10	70
5	52,860902971124	-10	70
3	53,108240739196	-20	50
4	53,124257420926	-10	70
5	53,124444920926	-10	80
2	53,325813939892	-12	60
1	53,361832652724	-15	70
5	53,552840083753	-10	70
3	53,583699086846	-15	30
2	53,800209840518	-12	60
5	53,805959975357	-10	90
3	53,842521839713	-15	80
4	53,847679374024	-10	70
1	54,034704649377	-12	40
5	54,062751989059	-10	50
4	54,079158667441	-10	70
2	54,278371347131	-12	60
5	54,325247190749	-10	70
4	54,521257034473	-10	30
3	54,531413037304	-20	60
1	54,544461674613	-15	70
3	54,783907593318	-20	90
2	54,793127548549	-10	40
5	54,79851799307	-10	50
4	54,803674442177	-10	50
4	55,234991303432	-10	70
5	55,237647534029	-10	70
2	55,240382234538	-12	50
3	55,243585138063	-20	60
3	55,488814071687	-20	90
1	55,504283960756	-15	80
5	55,527018121395	-10	50
4	55,740215812551	-10	80
2	55,750138367537	-10	40
3	55,951538295618	-20	90
5	55,982476226167	-10	50
4	56,204189389005	-10	70
5	56,207861346643	-10	90
1	56,221456499208	-15	70
3	56,437777906534	-20	50
2	56,441137524853	-12	70
4	56,459418922026	-10	70
5	56,693163656078	-10	40
3	56,721444207241	-15	70
5	56,943392807245	-10	80
4	56,943580307245	-10	40
1	57,177607692317	-15	80
4	57,200966296195	-10	70
3	57,391507207134	-15	80
2	57,398257156446	-15	90
5	57,421663704698	-10	50
5	57,668064924988	-10	70
4	57,670564862	-10	60
1	57,901106913433	-15	70
5	57,922231940276	-10	70
4	58,11196039936	-10	70
3	58,126413573357	-20	100
5	58,165008146546	-10	80
2	58,352189574136	-20	90
4	58,398987260128	-10	60
5	58,591715665771	-10	70
3	58,620230954407	-20	60
4	58,847179475217	-10	70
1	58,84975834933	-12	60
5	59,071861550372	-10	60
3	59,093345895299	-15	70
4	59,095846297477	-10	70
2	59,12709764604	-15	80
4	59,338731566687	-10	90
5	59,341934910233	-10	80
3	59,562007353257	-15	80
1	59,590837409925	-15	70
5	59,598961295504	-10	70
2	59,80473667851	-12	60
4	59,836924841336	-10	60
5	59,844737454082	-10	80
3	60,272070038004	-20	50
5	60,278163732049	-10	70
4	60,318867639442	-10	70
1	60,515424325339	-20	100
2	60,519408697423	-12	60
5	60,522143094046	-10	80
4	60,557768745748	-10	80
3	60,759247197906	-15	70
4	60,991663851385	-10	70
2	61,032446322484	-12	50
3	61,23158055647	-15	70
4	61,234783681684	-10	80
5	61,254002655221	-10	50
1	61,475325275539	-15	80
5	61,491028667241	-10	70
4	61,51345105857	-10	70
3	61,711413941682	-20	60
2	61,729930088939	-12	60
5	61,742273771222	-10	90
4	61,952189991411	-10	80
5	62,191716068275	-10	70
4	62,20046622656	-10	90
1	62,212029637278	-12	50
3	62,227184424585	-20	90
2	62,464914581521	-12	60
4	62,474524093565	-10	80
5	62,479055365298	-10	60
4	62,701471833488	-10	70
3	62,724127115066	-20	60
5	62,942169632451	-10	60
4	62,965217064272	-10	90
1	63,165602292497	-15	70
3	63,1770857217	-15	80
5	63,397237136655	-10	70
4	63,427237576075	-10	60
2	63,429894455708	-15	90
1	63,430081955708	-12	50
5	63,641138135387	-10	80
3	63,655669126503	-20	50
4	63,872960957527	-10	50
4	63,919649356244	-10	90
3	64,1313618877	-20	90
1	64,134566082679	-15	70
5	64,140581305086	-10	50
4	64,374404161404	-10	60
3	64,396669102431	-20	90
5	64,396856602431	-10	70
2	64,60471123048	-20	90
4	64,615258374948	-10	70
1	64,841268394738	-12	60
5	64,849237421156	-10	60
4	64,868534542039	-10	80
3	65,076888314314	-15	70
2	65,099779190001	-15	70
5	65,102357520001	-10	70
4	65,317351916861	-10	70
3	65,362898172992	-15	80
1	65,366417555546	-10	40
4	65,566956295917	-10	90
2	65,603129399232	-12	40
4	65,802497830655	-10	90
3	65,81812242291	-20	60
5	65,823591986042	-10	70
4	66,052571023606	-10	70
1	66,055618148146	-12	60
5	66,271940479095	-10	70
2	66,292127796126	-15	70
4	66,32475384756	-10	60
1	66,511622779968	-15	80
3	66,523185294982	-20	90
5	66,535920084242	-10	70
4	66,784743146636	-10	70
5	66,790524515664	-10	50
3	67,010206205668	-15	80
4	67,035831896696	-10	90
2	67,234263459982	-20	90
4	67,269107850364	-10	80
5	67,275514106117	-10	60
1	67,49511800852	-15	80
3	67,50371114354	-20	60
5	67,717143721645	-10	50
4	67,732534710662	-10	80
3	67,966591780959	-20	50
5	67,995889306874	-10	70
2	68,192055258531	-15	80
4	68,194867847354	-10	60
1	68,226744599871	-12	60
3	68,442206278676	-15	80
4	68,451581621167	-10	80
5	68,456816029653	-10	60
5	68,690013931242	-10	60
4	68,701264175536	-10	70
2	68,925711715037	-15	80
4	68,962821836483	-10	90
1	69,155706243305	-15	90
3	69,165784621931	-20	90
5	69,181956794549	-10	60
4	69,409685866222	-10	60
5	69,447577109803	-10	80
3	69,631633584919	-20	60
2	69,637883771645	-12	60
4	69,87467523984	-10	60
5	69,884597320318	-10	90
1	69,892567039584	-12	60
4	70,115685666122	-10	80
3	70,138654165296	-15	80
2	70,149280694533	-10	40
5	70,365915081203	-10	70
4	70,396774996544	-10	80
1	70,623988391642	-15	80
5	70,636535463313	-10	80
4	70,639113599293	-10	60
3	70,83129517393	-15	80
4	70,883327277475	-10	40
2	71,071993081563	-12	80
4	71,320269239206	-10	80
5	71,344254019812	-10	60
3	71,353784432134	-15	80
1	71,555998410257	-15	70
4	71,591905150009	-10	80
5	71,603858327818	-10	80
2	71,791743170213	-12	60
3	71,834945808126	-20	60
4	71,844400282732	-10	80
4	72,072988684051	-10	80
5	72,285483016462	-10	70
1	72,311969522563	-12	60
2	72,511258891756	-15	70
3	72,52321201747	-20	60
4	72,533212393615	-10	90
5	72,563603506566	-10	60
4	72,785003998017	-10	70
3	72,797893785108	-20	60
5	72,798081285108	-10	80
1	72,995232778814	-15	70
5	73,033827337467	-10	80
2	73,254056465217	-12	50
5	73,270072081059	-10	80
3	73,471238178376	-15	80
5	73,499676103431	-10	30
4	73,502566524204	-10	60
1	73,511318429368	-12	50
2	73,730139652478	-15	80
4	73,759358810574	-10	70
5	73,958337141453	-10	90
3	73,991461730265	-20	50
5	74,197785220452	-10	80
4	74,212707358181	-10	50
1	74,431451793306	-15	80
3	74,463482695987	-15	40
5	74,480514941987	-10	60
4	74,67996229912	-10	60
2	74,699259764928	-15	80
4	74,923160329229	-10	90
3	74,926675874378	-20	90
5	74,947066837463	-10	60
1	74,959177941592	-12	40
4	75,176671078084	-10	80
5	75,406274792679	-10	70
4	75,420025320921	-10	80
3	75,424399587729	-20	60
2	75,430025865291	-15	70
1	75,631347766093	-15	80
5	75,676582883052	-10	70
3	75,874467605615	-15	30
4	75,889389640847	-10	80
5	75,925640368766	-10	80
3	76,128837224331	-15	80
2	76,146729224551	-12	60
4	76,362113668104	-10	60
5	76,392504545259	-10	60
3	76,601483244748	-15	70
1	76,613437006954	-15	80
4	76,643359055958	-10	90
5	76,8400719539	-10	50
2	76,88147962276	-15	70
5	77,100926498881	-10	60
4	77,118426838092	-10	60
3	77,314280278889	-20	100
5	77,357796662007	-10	80
4	77,363968656935	-10	60
3	77,558259418587	-15	30
1	77,564744178087	-20	90
2	77,567713062996	-12	50
4	77,603572843868	-10	70
5	77,791066781508	-10	50
1	77,827036077624	-15	20
3	78,031295983469	-15	70
5	78,037155451397	-10	90
5	78,27793138114	-10	90
2	78,287541221394	-15	70
4	78,293087909232	-10	30
1	78,3090273221	-12	40
4	78,549958039295	-10	80
3	78,552535124105	-15	70
5	78,556051922222	-10	70
2	79,001119074597	-12	60
5	79,014322464855	-10	70
3	79,02494682537	-15	80
4	79,030572500767	-10	80
1	79,231582525456	-15	90
4	79,268067513689	-10	90
5	79,275411393843	-10	80
2	79,474233664418	-10	30
3	79,499233298996	-20	50
5	79,51101439812	-10	70
4	79,527750210756	-10	70
4	79,959145210964	-10	60
5	79,967817126366	-10	80
2	79,998130951233	-12	70
1	79,998318451233	-15	70
3	80,205936765698	-20	100
4	80,245468997588	-10	80
5	80,448197397544	-10	80
4	80,681395226499	-10	90
1	80,707100292652	-15	70
3	80,71350410168	-15	70
2	80,912124356274	-15	90
5	80,921937001287	-10	80
4	80,945921760974	-10	70
3	81,164822278288	-20	60
5	81,178338357849	-10	80
4	81,190760519023	-10	70
5	81,437083531688	-10	70
1	81,634187033175	-15	80
4	81,66176562013	-10	60
3	81,673092750048	-20	50
2	81,876447514739	-20	90
5	81,882931860779	-10	60
4	82,129958021127	-10	70
3	82,132926570269	-15	80
5	82,161755533294	-10	40
1	82,374641394904	-15	70
5	82,5913537718	-10	60
4	82,597603807134	-10	80
2	82,627058031185	-15	70
3	82,634478401762	-15	70
1	82,852130965726	-12	40
5	82,877677486482	-10	90
4	82,887521268765	-10	60
4	83,32977573627	-10	60
5	83,344932456823	-10	60
4	83,367276665828	-10	60
1	83,55492665703	-12	60
3	83,580082746646	-15	80
5	83,593521249537	-10	90
4	83,79421854814	-10	60
2	83,806952756897	-20	100
3	83,841249147286	-20	60
4	84,041088384917	-10	80
5	84,072807751131	-10	40
1	84,289521104529	-15	70
3	84,29225497673	-20	60
5	84,511390444202	-10	80
4	84,514359242804	-10	70
2	84,522093462663	-15	60
3	84,562561701264	-15	80
4	84,798651670268	-10	70
5	85,013177082097	-10	60
4	85,038646461548	-10	90
2	85,236140476297	-15	70
3	85,238874853541	-20	50
1	85,241921277743	-20	90
4	85,480354106207	-10	90
5	85,486526209125	-10	60
5	85,75027141596	-10	80
3	85,950890618868	-15	80
1	85,954327943612	-15	40
4	85,971437764927	-10	50
5	85,999953881102	-10	70
2	86,22612089244	-20	90
3	86,246119128786	-15	70
5	86,434083372774	-10	60
4	86,448067921932	-10	90
1	86,480022808875	-15	80
3	86,676187607154	-20	100
5	86,690953461766	-10	70
4	86,938917172379	-10	60
5	86,955870583019	-10	70
3	87,163052061765	-15	70
2	87,165708323688	-15	80
5	87,202818662027	-10	80
4	87,205474999441	-10	90
5	87,435391502505	-10	70
1	87,438284275411	-12	50
2	87,648510797622	-12	60
4	87,679527019479	-10	60
3	87,874052298631	-20	60
5	87,884755500567	-10	70
1	87,888193645654	-12	60
5	88,136938130264	-10	90
4	88,154438410523	-10	40
3	88,388650880694	-15	40
2	88,391855688638	-15	70
1	88,40451380242	-15	80
4	88,601302496615	-10	70
5	88,610208834886	-10	70
3	88,844656523985	-20	60
5	89,070901378764	-10	90
4	89,079573282625	-10	80
1	89,116480262515	-12	60
4	89,315193082575	-10	90
2	89,321208794854	-20	90
3	89,334020939736	-15	70
4	89,565344348607	-10	90
5	89,581438345771	-10	50
3	89,800495113234	-20	50
2	90,034708736173	-15	70
1	90,04080243727	-15	70
4	90,044396221779	-10	90
3	90,058302233914	-15	80
5	90,30978227809	-10	60
3	90,525089000169	-20	60
4	90,531339375475	-10	70
5	90,547745674411	-10	90
1	90,757427785163	-15	80
2	90,776959614083	-12	60
4	90,783209375997	-10	80
3	90,991484942992	-15	80
5	90,994609897627	-10	70
4	91,253355058424	-10	70
2	91,263980659096	-10	30
3	91,283510524842	-20	100
1	91,490069335962	-12	60
5	91,500068721891	-10	80
4	91,711078754062	-10	70
3	91,758500060118	-20	50
2	91,951698543283	-12	60
5	91,96638625395	-10	70
4	91,992871104943	-10	70
5	92,199271529122	-10	90
1	92,220444139971	-15	80
4	92,430750715144	-10	50
2	92,45528278584	-12	60
3	92,461609758853	-15	20
5	92,48067335878	-10	30
1	92,698872005667	-12	50
3	92,711370209299	-20	90
4	92,717308769554	-10	70
5	92,914177835456	-10	50
4	93,157141366061	-10	90
3	93,164953768904	-20	60
5	93,20214220925	-10	80
4	93,391433102508	-10	20
2	93,40518354231	-15	80
1	93,43667020487	-12	60
3	93,647990311451	-15	80
4	93,653772061288	-10	80
5	93,681272426	-10	60
4	93,911501517101	-10	60
2	94,111964400034	-12	50
5	94,114855070096	-10	60
4	94,141683648911	-10	80
1	94,164467063445	-12	50
5	94,350865511371	-10	70
5	94,397506755767	-10	80
4	94,594297822832	-10	70
3	94,613125729982	-15	80
2	94,626017727037	-15	70
5	94,85471424533	-10	70
1	94,871403522239	-15	80
4	95,07069371959	-10	60
3	95,076474911318	-15	70
5	95,11952256994	-10	90
3	95,351234969863	-15	80
5	95,362486202379	-10	60
4	95,554433387111	-10	60
2	95,566308666159	-15	80
5	95,801928344045	-10	80
1	95,821070617103	-15	70
4	95,831381917715	-10	70
3	96,034891793765	-15	80
5	96,27066781263	-10	70
4	96,290121235422	-10	50
1	96,312779781415	-12	60
5	96,513787673815	-10	90
2	96,521912593247	-20	90
3	96,544490444409	-20	50
4	96,750923068942	-10	70
5	96,783626679501	-10	70
1	97,002871077906	-15	90
4	97,012839945041	-10	90
3	97,031589324318	-20	90
2	97,231193940329	-15	70
4	97,260959926031	-10	60
3	97,473610662172	-15	80
4	97,496892324926	-10	90
4	97,719230539437	-10	80
5	97,725246016611	-10	60
2	97,950631539503	-12	60
4	97,966959787155	-10	50
3	97,973131306365	-15	70
5	97,9925071947	-10	70
1	97,995243152144	-15	80
5	98,243752177842	-10	90
4	98,43093367447	-10	70
5	98,477965691771	-10	40
2	98,677256824943	-15	70
3	98,703428107324	-15	70
5	98,709835359319	-10	80
1	98,910688928648	-12	50
4	98,953658125631	-10	60
1	99,159199778345	-15	70
5	99,169902633817	-10	60
3	99,183730264092	-12	30
5	99,402631875403	-10	80
4	99,410756891556	-10	90
2	99,410944391556	-12	50
3	99,64192335252	-12	50
4	99,654892555222	-10	70
1	99,870746323135	-12	40
5	99,885199545864	-10	70
2	100,116912962842	-15	80
3	100,120350536717	-15	80
4	100,128319399102	-10	70
4	100,16558583253	-10	100
5	100,361360869062	-10	60
3	100,594246418013	-20	50
4	100,597527631867	-10	70
1	100,611121509716	-15	70
5	100,832131840052	-10	80
2	100,838225604115	-15	70
5	100,883070179716	-10	90
4	1,297180982421	-10	50
5	1,490529374496	-10	60
3	1,507904447169	-15	40
1	1,730593612579	-12	50
4	1,736218259176	-10	50
2	1,745124914523	-12	60
3	1,970423453249	-15	80
4	2,012998763889	-10	80
5	2,241425818934	-10	80
1	2,453051937378	-15	80
4	2,456724021682	-10	60
3	2,504695001521	-15	70
2	2,690225533251	-15	80
5	2,692959891756	-10	50
4	2,736003972532	-10	90
5	2,939977448683	-10	20
4	2,980833285786	-10	70
3	3,172854035745	-15	80
1	3,183244659409	-12	50
5	3,225589536834	-10	70
4	3,42588674574	-10	50
3	3,465108254667	-15	70
2	3,659466831486	-20	90
5	3,669467122652	-10	40
4	3,893202811065	-10	80
1	3,905312362843	-15	80
3	3,924923348038	-15	70
4	4,139282229813	-10	80
5	4,169830464126	-10	60
2	4,374190786462	-15	60
3	4,376768790091	-12	40
4	4,412782721334	-10	80
5	4,850366095914	-10	50
4	4,854319263542	-10	90
1	4,875569319079	-20	90
3	4,893930419077	-12	60
4	5,109929538363	-10	60
2	5,112618066607	-15	80
5	5,126571719022	-10	90
3	5,336791688837	-15	90
4	5,371944892721	-10	80
5	5,570840027404	-10	70
1	5,608574505455	-15	60
4	5,813091632358	-10	70
2	5,815826198567	-12	50
3	5,844968409135	-20	60
5	5,852389393778	-10	60
1	6,075109216102	-12	60
5	6,10167271853	-10	90
3	6,299469913678	-20	60
5	6,336424346252	-10	90
2	6,530628209818	-15	90
4	6,536018966321	-10	40
4	6,577812512021	-10	100
5	6,79955188899	-10	60
4	7,010287965745	-10	70
3	7,028569961067	-20	100
5	7,063960792023	-10	70
1	7,250195910338	-12	50
4	7,253242619073	-10	70
2	7,288086821805	-15	70
4	7,529554560819	-10	80
5	7,73048060572	-10	40
1	7,74985568866	-15	90
3	7,769231572025	-20	100
4	7,784305155324	-10	80
5	7,9959360499	-10	70
2	8,218968525211	-20	100
4	8,231857743019	-10	80
3	8,246626273198	-15	70
5	8,468564362931	-10	60
1	8,471063943946	-15	70
4	8,690112572689	-10	80
5	8,728160244675	-10	80
4	8,967831446253	-10	90
2	9,170006624845	-15	80
5	9,176412927104	-10	50
3	9,181803434317	-15	80
1	9,187350411582	-12	60
4	9,209769798107	-10	90
5	9,436399529238	-10	30
3	9,443743808893	-15	70
4	9,650291384958	-10	90
3	9,687949348132	-20	60
2	9,890199312585	-12	60
5	9,906136909474	-10	70
4	9,91910375287	-10	80
5	10,137060544205	-10	90
1	10,143232334105	-15	80
3	10,379624816292	-15	20
4	10,394779317493	-10	70
5	10,404106830216	-10	70
3	10,627267617244	-20	100
2	10,643985988178	-12	60
4	10,652265220526	-10	80
1	10,853581255257	-15	70
5	10,858737609571	-10	60
4	11,118096928624	-10	70
5	11,118284428624	-10	80
3	11,126849697618	-15	30
1	11,358631645051	-12	20
5	11,361132208235	-10	80
4	11,575805287149	-10	80
2	11,588461644385	-15	90
3	11,59400942332	-20	60
5	11,82274435807	-10	40
1	12,054214894208	-12	60
4	12,061480968918	-10	80
5	12,06429313259	-10	90
2	12,296388464758	-12	60
4	12,330682630541	-10	80
5	12,344280307759	-10	80
4	12,586761471783	-10	90
1	12,769641958709	-15	70
5	12,798705119577	-10	80
2	13,052440976698	-15	80
5	13,25266101881	-10	40
3	13,257973240732	-15	80
4	13,267348420481	-10	90
4	13,525691593605	-10	80
3	13,54085197628	-15	70
5	13,72982074602	-10	90
1	13,732398882702	-15	80
2	13,746930364212	-12	60
4	13,767083895742	-10	90
3	13,991292265982	-20	60
5	14,0145731996	-10	70
4	14,216277009099	-10	60
1	14,229089907203	-12	50
2	14,258465505388	-12	60
3	14,455794803946	-15	70
5	14,489076541457	-10	70
3	14,689843277869	-20	90
4	14,70039068072	-10	60
4	14,929985702086	-10	100
2	14,94818883773	-12	50
5	15,169971747564	-10	40
3	15,178643703375	-20	60
1	15,182159301426	-12	60
4	15,203172888987	-10	100
3	15,447068230139	-20	90
4	15,46190805736	-10	90
1	15,653693975907	-15	80
5	15,661506707733	-10	60
4	15,898992320979	-10	70
2	15,904383362438	-15	70
3	15,924384402249	-15	70
5	15,929618389404	-10	90
4	16,155539455059	-10	70
3	16,376386699787	-15	80
1	16,386855415347	-12	60
5	16,401699847246	-10	50
4	16,419430715452	-10	70
2	16,621997896094	-15	80
5	16,66535831539	-10	90
3	16,849561983337	-15	80
4	16,89424675062	-10	70
3	17,109861392231	-20	50
5	17,136736595709	-10	60
4	17,32992488565	-10	90
2	17,368753465531	-12	60
1	17,378596901359	-15	80
4	17,576160558959	-10	80
5	17,813178291568	-10	60
3	17,81591292954	-15	80
1	17,834037696504	-12	50
4	17,841066863979	-10	90
5	18,049336272252	-10	80
2	18,069414616368	-12	50
3	18,086291054564	-15	80
4	18,311742959203	-10	70
5	18,533136575138	-10	70
2	18,545870957491	-12	60
3	18,552434486938	-20	60
4	18,56133843597	-10	90
1	18,580246116068	-12	60
5	18,80835782409	-10	70
5	19,039593847213	-10	90
4	19,058652511958	-10	70
3	19,064752077715	-20	50
1	19,249266802457	-15	70
2	19,26004802777	-12	60
4	19,29723233357	-10	80
5	19,490268505796	-10	70
4	19,536046665027	-10	80
3	19,754630104792	-15	30
5	19,764708394584	-10	80
1	19,975553237238	-12	60
4	19,978443387783	-10	60
2	19,995709827458	-12	60
3	20,019487476604	-15	70
4	20,215538956883	-10	90
5	20,449587941492	-10	70
4	20,481304759367	-10	70
5	20,689183430816	-10	90
3	20,704730927178	-20	60
2	20,930653892409	-15	90
5	20,93799758518	-10	100
3	20,964874205199	-15	70
1	21,183452565961	-15	90
3	21,200953794917	-15	70
5	21,203765725329	-10	70
4	21,219230611507	-10	50
1	21,662252903141	-12	60
5	21,667800104761	-10	90
3	21,673269423181	-20	60
4	21,67631388489	-10	70
2	21,892863966495	-15	80
4	21,925439821803	-10	80
5	21,928021047696	-10	60
1	22,146834458448	-12	60
3	22,149335270587	-20	60
5	22,170350914432	-10	50
4	22,388225638166	-10	60
4	22,609384811805	-10	90
