no	tempo	potencia	taxaMAC
2	74,69527611161	-15	70
4	74,744808468945	-10	90
1	74,932156670374	-12	60
5	74,969499270599	-10	70
3	74,972001352661	-20	100
4	74,981767138384	-10	70
4	75,412792778795	-10	50
5	75,415292692154	-10	70
2	75,454511246668	-12	50
3	75,671782875943	-15	40
1	75,679126638487	-15	80
4	75,689752207094	-10	80
5	75,894132130327	-10	80
3	75,929132622803	-15	80
4	76,130934423266	-10	70
2	76,137653147266	-15	70
4	76,396252985828	-10	90
3	76,404690848969	-15	70
5	76,416798223919	-10	60
1	76,611648677186	-12	40
5	76,662349880899	-10	80
3	76,863529573176	-20	60
4	77,103144401265	-10	80
2	77,112206600892	-15	80
1	77,331899693029	-15	90
4	77,365884834049	-10	70
5	77,574639736072	-10	70
4	77,586514946448	-10	80
3	77,596202400666	-20	90
2	77,808582682959	-12	60
4	77,843708349041	-10	90
1	78,067853998395	-15	70
5	78,073634701951	-10	50
4	78,086838940261	-10	70
3	78,301140708794	-20	90
5	78,528411859031	-10	60
2	78,536068063331	-12	60
4	78,539505711046	-10	80
3	78,779276730758	-15	40
5	78,785761164762	-10	90
1	78,799901988236	-12	50
4	78,81873086213	-10	80
3	79,026157747061	-15	80
5	79,257959997392	-10	30
2	79,488277805774	-15	80
3	79,492730887982	-12	20
1	79,513981135489	-15	80
4	79,728205227243	-10	70
5	79,763985729896	-10	70
3	79,972117061225	-15	80
4	80,011288082316	-10	70
5	80,223137806954	-10	80
1	80,24548220831	-15	80
2	80,262356667965	-15	70
4	80,465830687101	-10	80
3	80,474628715301	-15	70
5	80,486423764858	-10	90
4	80,731587692112	-10	60
5	80,942216974341	-10	70
5	80,985262235338	-10	100
1	81,168629165246	-15	70
2	81,191754020514	-20	100
3	81,445901090658	-15	80
3	81,663328128865	-15	70
4	81,678797015398	-10	80
2	81,898880259661	-15	60
4	81,91395879868	-10	90
4	82,134667117916	-10	90
1	82,137635820028	-20	100
3	82,140135981881	-15	70
5	82,368266314225	-10	60
5	82,423733110907	-10	100
2	82,619053154457	-12	60
3	82,64686649643	-15	70
4	82,658976011235	-10	40
5	82,859761733476	-10	60
1	82,878277643417	-15	50
4	83,096251721794	-10	70
4	83,139143366054	-10	100
5	83,339226299445	-10	60
3	83,365398741926	-20	60
4	83,582669338602	-10	60
2	83,595637736082	-15	90
5	83,602355990662	-10	70
3	83,612279457253	-20	60
1	83,827127823495	-12	60
4	83,859081698462	-10	60
3	84,056195963664	-20	90
1	84,294404525776	-12	60
4	84,300810701946	-10	80
3	84,31643638669	-15	30
2	84,334013516584	-15	80
5	84,5290194359	-10	40
4	84,572223416798	-10	80
3	84,783478410058	-15	80
5	84,799726996125	-10	70
5	85,045826166165	-10	70
2	85,051920845473	-12	60
1	85,248723556182	-15	90
3	85,26216093603	-12	40
4	85,284270848406	-10	60
5	85,304502845344	-10	90
4	85,544979938717	-10	80
3	85,780610772457	-15	80
1	85,968427716255	-12	60
2	85,971240206622	-15	80
4	85,973896448587	-10	80
5	86,010301553588	-10	70
3	86,208902003383	-15	70
4	86,231980244759	-10	60
5	86,448516960717	-10	60
4	86,482501855016	-10	60
1	86,719069623324	-15	80
4	86,728679370093	-10	90
5	86,940637441077	-10	60
2	86,944387411284	-20	90
4	86,953997308255	-10	80
3	86,956809831355	-20	50
4	87,222597136225	-10	80
5	87,408773553683	-10	40
3	87,415101628745	-15	70
2	87,656200935428	-15	60
3	87,669091784021	-20	90
4	87,677295189446	-10	50
1	87,681123100048	-15	70
5	87,691980681969	-10	50
5	87,93737694502	-10	70
3	88,137540128956	-15	40
4	88,150587183948	-10	40
5	88,177851075679	-10	50
1	88,369498856076	-15	80
5	88,418325310021	-10	80
2	88,608723174142	-15	80
3	88,631770567217	-20	90
4	88,663568008607	-10	80
5	88,849041251466	-10	40
3	88,899851987035	-15	70
4	89,089281128618	-10	70
1	89,092640526691	-12	50
5	89,121545683956	-10	80
2	89,328739831366	-12	50
5	89,377956908544	-10	70
4	89,381162581453	-10	70
3	89,585776939056	-20	90
4	89,621558875779	-10	80
1	89,812969698157	-15	70
2	89,83640699927	-15	80
4	90,059537914338	-10	60
3	90,062975340819	-15	20
5	90,080864877839	-10	60
4	90,313606234048	-10	80
5	90,329229412637	-10	80
3	90,537283417308	-20	50
4	90,560486924095	-10	50
1	90,569002304442	-15	80
2	90,768460643328	-15	80
5	90,784631967513	-10	70
4	90,819867807568	-10	70
5	91,031824931973	-10	90
3	91,055263802562	-20	50
4	91,252924922245	-10	60
5	91,282845739903	-10	70
4	91,488789788858	-10	80
1	91,49246165939	-15	80
2	91,730357867874	-15	80
5	91,739732600326	-10	70
4	91,744889159494	-10	80
4	91,984613284113	-10	90
1	91,987472899525	-12	50
3	91,991457293969	-15	40
5	92,209587751846	-10	60
3	92,245291599126	-15	80
4	92,458890257614	-10	70
3	92,474593881526	-15	80
2	92,693817527297	-15	80
5	92,706551615526	-10	60
1	92,93179184955	-15	90
4	92,941088861904	-10	80
3	92,944526418162	-20	60
5	93,182812692526	-10	70
3	93,191954171347	-20	60
4	93,195391673525	-10	90
3	93,435162964275	-15	80
2	93,438130874969	-20	100
5	93,462192067088	-10	70
4	93,465475878629	-10	80
3	93,913220870021	-15	80
4	93,918689609443	-10	60
5	93,921344233055	-10	60
1	94,129585229186	-15	70
3	94,368856415904	-12	20
5	94,369043915904	-10	70
2	94,381590807059	-15	80
4	94,396356658166	-10	70
1	94,609252597245	-15	80
3	94,632534385296	-12	60
4	94,84886752257	-10	70
5	94,870273064896	-10	80
3	95,109841261805	-15	70
5	95,113794183061	-10	80
4	95,120436191618	-10	50
2	95,342316146041	-20	90
4	95,352785356928	-10	80
3	95,574353073199	-15	70
1	95,577321676038	-20	90
5	95,587867939312	-10	40
4	95,597322271471	-10	70
5	95,839044929159	-10	70
4	96,048817161204	-10	70
2	96,060067187586	-15	70
3	96,095927490933	-15	70
1	96,288775843395	-15	60
4	96,296588319631	-10	90
5	96,299635427129	-10	50
4	96,545859820733	-10	90
3	96,776880680189	-20	90
4	96,779615143037	-10	80
5	96,823519383134	-10	60
2	97,008995634043	-15	80
4	97,016808237425	-10	90
1	97,252204290045	-15	70
5	97,2662661936	-10	70
4	97,274734777902	-10	60
3	97,297517816998	-15	30
5	97,509240473817	-10	80
2	97,729246668132	-12	60
4	97,753075168318	-10	70
1	97,987611631381	-20	90
5	98,022297196626	-10	70
3	98,215038941909	-20	50
4	98,218085826759	-10	100
2	98,448794571627	-12	60
4	98,46035713649	-10	80
5	98,473246850065	-10	60
3	98,485279522791	-20	60
4	98,71083170991	-10	60
1	98,739034938874	-15	80
5	98,742704608943	-10	70
4	98,956931204163	-10	70
3	98,984353451513	-15	30
4	99,18748347056	-10	80
5	99,197013424916	-10	80
2	99,223732686405	-12	60
3	99,43920808786	-20	60
4	99,441786112655	-10	80
1	99,649603570677	-15	80
2	99,693040835858	-12	60
3	99,701198160582	-20	50
5	99,900077497917	-10	70
4	99,902577858472	-10	80
4	100,168396292018	-10	90
5	100,182190962746	-10	90
3	100,382120510072	-20	50
4	100,407824124247	-10	60
2	100,608688292056	-12	50
5	100,624312860703	-10	70
1	100,634625859223	-12	30
3	100,643923436544	-20	60
4	100,870412689262	-10	50
5	100,892598880652	-10	80
5	1,479882159579	-10	60
4	1,504023585043	-10	70
3	1,51605380977	-20	50
2	1,532774776005	-12	50
1	1,719969377121	-12	60
5	1,761454885118	-10	60
3	1,962244034533	-15	70
4	1,969431248974	-10	80
5	2,232956751353	-10	70
4	2,476794477261	-10	90
1	2,679693086084	-15	70
2	2,682427431997	-15	100
5	2,685349291684	-10	80
3	2,687896216301	-20	90
4	2,944155979441	-10	90
5	2,967906471748	-10	80
3	3,159476810708	-15	80
1	3,183460840776	-12	60
4	3,198462235692	-10	90
5	3,424047897194	-10	70
4	3,431908775079	-10	90
2	3,443002437633	-12	60
5	3,677230397205	-10	70
3	3,679885332389	-20	60
5	3,901301435855	-10	40
1	4,130216271678	-15	90
4	4,141857417109	-10	50
2	4,16388925051	-15	70
3	4,363584579169	-15	80
5	4,366475372839	-10	80
4	4,616562775939	-10	60
5	4,639376026515	-10	80
3	4,847977710557	-15	80
4	4,88532277906	-10	80
1	4,887898628108	-15	70
5	4,895166852367	-10	80
2	5,112470607558	-20	100
4	5,130410133867	-10	70
5	5,322917742112	-10	70
3	5,347839384351	-20	60
5	5,369247295592	-10	70
4	5,592224610428	-10	60
1	5,799967038348	-20	90
3	5,807232623316	-20	60
5	5,818717330912	-10	70
2	6,043101115258	-15	80
4	6,043288615258	-10	50
5	6,292954217037	-10	50
3	6,301547486393	-15	40
4	6,311704787631	-10	70
1	6,325374894687	-15	40
5	6,570933215266	-10	60
3	6,762190752776	-20	60
4	6,765393864004	-10	60
2	6,999856025679	-20	90
1	7,006027975753	-12	50
3	7,012121583242	-15	80
4	7,038138519659	-10	50
5	7,239708837456	-10	50
4	7,294866886956	-10	70
3	7,482217886899	-15	70
5	7,524094217283	-10	80
1	7,720039468612	-15	80
2	7,725820852354	-15	50
5	7,76371239271	-10	80
4	7,772619224863	-10	60
3	7,982235868547	-15	80
4	8,205838707623	-10	80
5	8,445066506787	-10	70
4	8,462051483634	-10	80
2	8,464520304968	-15	80
4	8,696560166095	-10	100
1	8,711012605686	-20	90
5	8,72038927392	-10	80
4	8,945632309646	-10	80
5	8,95625765195	-10	80
3	9,178843657691	-15	70
2	9,187907216778	-12	60
4	9,194235427344	-10	80
5	9,417993769876	-10	40
4	9,431618124929	-10	80
1	9,449555082037	-15	40
3	9,640252495202	-20	60
5	9,655893122384	-10	60
4	9,892886476369	-10	70
3	9,898480211813	-15	80
2	9,933716588201	-15	80
3	10,15942659411	-20	60
5	10,362560853143	-10	90
3	10,392560691	-15	80
4	10,399749679772	-10	70
1	10,409044401766	-20	100
5	10,613820400807	-10	70
2	10,840469618742	-15	70
3	10,84804777337	-20	60
4	10,850938192628	-10	70
5	10,876798798383	-10	60
1	11,094306587768	-15	50
4	11,119854653885	-10	60
5	11,33353471328	-10	70
4	11,362442211737	-10	70
3	11,372831143001	-15	80
5	11,799880859333	-10	70
2	11,803474539628	-15	80
4	11,807849722502	-10	80
1	11,837614891165	-15	70
3	12,046139895164	-15	70
5	12,072312764932	-10	80
4	12,282711437932	-10	80
1	12,519986164645	-15	70
5	12,527486242687	-10	70
3	12,564985870786	-20	60
4	12,759838951469	-10	70
2	12,762417045511	-20	100
5	12,7987462528	-10	80
4	13,240169548881	-10	90
5	13,242669571045	-10	80
3	13,284778717826	-15	80
1	13,491116205657	-15	80
4	13,510960844664	-10	80
4	13,756048072529	-10	90
2	13,762298512588	-15	80
3	13,971524793662	-15	80
5	13,996525865296	-10	70
4	14,209971220979	-10	90
3	14,249033567249	-15	70
5	14,443339927783	-10	70
1	14,447402285063	-20	90
3	14,494745694226	-15	70
5	14,692880526418	-10	80
4	14,696239668662	-10	80
2	14,701786924177	-20	90
5	14,934920902722	-10	90
3	14,940232896843	-15	70
4	15,159929489299	-10	70
1	15,164070196342	-15	60
4	15,207274617144	-10	100
2	15,401266617333	-15	60
5	15,414235374496	-10	40
3	15,650728867179	-20	60
5	15,663541968776	-10	80
1	15,880066027292	-15	70
4	15,894175326515	-10	60
4	15,935583445629	-10	100
3	16,137075107119	-15	20
2	16,146060305458	-15	80
5	16,173014203184	-10	50
4	16,365756183695	-10	60
3	16,388880815071	-15	70
5	16,604436883751	-10	80
2	16,633891189435	-12	40
4	16,644360251609	-10	60
5	16,853586980678	-10	80
1	16,858742532945	-20	90
4	17,099768164258	-10	80
5	17,116721513047	-10	70
1	17,320401619932	-15	10
3	17,369541889727	-20	50
4	17,571426263932	-10	70
2	17,606583535339	-15	80
3	17,857059944919	-15	80
1	18,043006937435	-15	70
5	18,049960038621	-10	20
4	18,061601108864	-10	80
3	18,29168787293	-20	60
4	18,329189270856	-10	70
5	18,531149897925	-10	60
2	18,558651151814	-20	90
3	18,567790399918	-15	80
5	18,775143832656	-10	70
1	19,010074417991	-12	50
5	19,015777846971	-10	80
4	19,021871879211	-10	60
3	19,02515236752	-12	20
4	19,276129601851	-10	70
3	19,286254981858	-12	60
2	19,506343232731	-15	80
3	19,527514001418	-15	80
4	19,530640545223	-10	90
5	19,720882737419	-10	60
1	19,734085702942	-15	80
5	19,971235734503	-10	80
3	19,99143849417	-20	50
5	20,010143160832	-10	70
4	20,202932135997	-10	40
2	20,221838649209	-12	60
3	20,250509910499	-15	80
1	20,44426932713	-15	70
4	20,479895281919	-10	60
3	20,491612690651	-15	80
5	20,689903356064	-10	40
2	20,929522084828	-15	80
4	20,932725193958	-10	50
3	20,935302947176	-20	60
5	20,95647576066	-10	70
4	21,188281734493	-10	60
1	21,209139323493	-15	80
3	21,440164716256	-15	80
4	21,446884949497	-10	90
2	21,640330184352	-15	70
5	21,674080672356	-10	60
4	21,901980581299	-10	70
3	21,928776436561	-20	90
1	22,129645342419	-15	70
4	22,151286689468	-10	80
5	22,163005489145	-10	70
5	22,397546006448	-10	80
2	22,600210155306	-15	80
3	22,608491443904	-20	60
4	22,636382660561	-10	70
1	22,846078544012	-15	70
5	22,85412587438	-10	40
4	23,083665766163	-10	70
5	23,099447388715	-10	50
3	23,102415624501	-15	20
2	23,323831057334	-15	70
3	23,574933899958	-20	60
4	23,582199866768	-10	80
5	23,601263229319	-10	80
1	23,810411718973	-20	90
4	23,839475258872	-10	80
3	24,041936306042	-15	80
4	24,055967980284	-10	70
2	24,058702521722	-15	70
5	24,086545023204	-10	50
3	24,29035164944	-15	80
5	24,328243750944	-10	90
4	24,328431250944	-10	70
1	24,537938531764	-15	40
3	24,548954291947	-15	70
5	24,564033822681	-10	70
4	24,788026700473	-10	50
2	24,795448776536	-12	40
5	25,015613423943	-10	70
3	25,035144343335	-20	60
4	25,25210691205	-10	60
2	25,276326180552	-12	60
1	25,480787575096	-20	90
5	25,502350595706	-10	80
3	25,514771745926	-20	60
4	25,530866793355	-10	80
5	25,740172086667	-10	30
2	25,961274373339	-15	80
5	25,980415508202	-10	90
3	25,987320965582	-15	70
5	26,205346019645	-10	60
1	26,214642722939	-15	60
4	26,242065542859	-10	70
5	26,483950065798	-10	80
1	26,680364084757	-12	30
4	26,686692109067	-10	90
3	26,713957668768	-20	90
2	26,735053376667	-15	80
4	26,956185380473	-10	80
5	26,960139866252	-10	70
3	27,183975784273	-15	70
5	27,195461348357	-10	90
1	27,21522506198	-12	60
4	27,437813812385	-10	40
2	27,640712773106	-15	80
3	27,646806502823	-15	80
4	27,6738387484	-10	80
5	27,883924930888	-10	50
4	27,901034986119	-10	70
1	27,933611575204	-15	80
4	28,134793730675	-10	90
3	28,153230674346	-20	60
2	28,366521378882	-12	50
5	28,391834458661	-10	70
4	28,409647799407	-10	70
1	28,617311189909	-12	60
2	28,841070530378	-10	40
3	28,843804930393	-20	50
5	28,850445736141	-10	80
4	28,854117819852	-10	70
4	29,089985728747	-10	70
3	29,116938854855	-15	80
5	29,122877760652	-10	50
1	29,128344368798	-15	70
4	29,334135964283	-10	90
2	29,571722944347	-12	80
4	29,574691783069	-10	90
5	29,58555141163	-10	50
3	29,615394324021	-12	40
1	29,809153674666	-12	60
5	30,040647069424	-10	90
4	30,043850152644	-10	70
2	30,085414286265	-12	50
4	30,302766162087	-10	80
5	30,315266101983	-10	80
3	30,33042147516	-15	100
1	30,545039854749	-12	50
5	30,545227354749	-10	70
4	30,57496366017	-10	80
3	30,768486717883	-15	70
2	30,801534475763	-12	50
5	31,02576202783	-10	60
4	31,035137439815	-10	60
1	31,246551772042	-15	70
3	31,259051624068	-20	60
4	31,286865639604	-10	80
5	31,485154502136	-10	80
2	31,497576933187	-15	80
4	31,524687208609	-10	80
4	31,767899461008	-10	90
3	31,770475836429	-15	40
1	31,981188103269	-12	60
5	32,002751921475	-10	70
4	32,219791653884	-10	80
3	32,236509568238	-20	60
2	32,249557781327	-15	80
4	32,45237856108	-10	50
5	32,461128816688	-10	50
1	32,684418551555	-10	40
3	32,698480973992	-20	60
5	32,714888271712	-10	70
4	32,949506244182	-10	40
5	33,17170254081	-10	80
3	33,17756155433	-20	90
1	33,18295197104	-12	70
2	33,216782451202	-15	80
4	33,418977509724	-10	60
5	33,641720347165	-10	60
4	33,6836747599	-10	60
3	33,689532545835	-15	80
5	33,888214021559	-10	80
1	33,899541653968	-12	60
3	34,143066486564	-15	80
2	34,149551984678	-15	70
5	34,164083028454	-10	80
4	34,168692927535	-10	50
5	34,394873589255	-10	70
4	34,610194133275	-10	80
3	34,623240817849	-12	40
2	34,654961610917	-15	80
5	34,657695722333	-10	60
1	34,854343693057	-15	70
4	34,86551622521	-10	60
4	35,104900238378	-10	80
3	35,107712045499	-12	50
5	35,110759484287	-10	50
5	35,345690774011	-10	70
3	35,368189685739	-15	70
2	35,567495817578	-15	80
1	35,572964527296	-15	70
4	35,580777836017	-10	60
5	35,607653544973	-10	60
3	35,839145430758	-15	80
4	36,054076349994	-10	80
5	36,056733049533	-10	60
4	36,281038712049	-10	80
3	36,314163501834	-15	80
1	36,330725627176	-15	80
2	36,333306159254	-20	90
4	36,33630332189	-10	80
5	36,549173445441	-10	50
4	36,5681586439	-10	90
5	36,795589150009	-10	60
3	37,007394031704	-20	50
4	37,01809767369	-10	70
1	37,029268630997	-12	50
2	37,247402996441	-15	80
4	37,251231189354	-10	70
5	37,257794217381	-10	70
4	37,487334197067	-10	90
3	37,495615242148	-20	50
1	37,509755321991	-10	40
5	37,723983640823	-10	60
3	37,769608460498	-20	50
4	37,772344615662	-10	60
5	37,964227155014	-10	40
2	37,971648936896	-15	70
5	38,211267370978	-10	90
1	38,225329486354	-12	70
4	38,253456494385	-10	50
5	38,465730326417	-10	70
4	38,702692422882	-10	80
3	38,70581660111	-15	10
2	38,921216422996	-12	60
5	38,968092777798	-10	80
4	39,164819237015	-10	80
3	39,168569232852	-20	90
1	39,176381513102	-15	80
5	39,422640999328	-10	70
3	39,457327907742	-15	70
2	39,641321706434	-15	90
5	39,645618585586	-10	90
4	39,690620098144	-10	60
5	39,902815831432	-10	80
1	39,919142801135	-12	60
4	40,156106066441	-10	70
2	40,361270745694	-15	70
5	40,364630201698	-10	80
3	40,380411258222	-15	70
4	40,390802951058	-10	60
1	40,605295396632	-12	60
4	40,638624728219	-10	70
5	40,644749553125	-10	60
3	40,863866933852	-15	80
4	40,896603029532	-10	80
5	41,099970182107	-10	60
3	41,125047680564	-15	70
1	41,336541086674	-15	80
4	41,339588789653	-10	50
2	41,347166731092	-15	80
5	41,356307527646	-10	90
4	41,59483253067	-10	70
5	41,616864537674	-10	80
4	41,854451754801	-10	60
5	42,047037212161	-10	90
2	42,053756083915	-15	70
3	42,077271427458	-12	40
1	42,298530382078	-15	80
4	42,306031362251	-10	70
5	42,314859684433	-10	90
5	42,532524431853	-10	80
3	42,547523944625	-10	40
2	42,774486699175	-12	60
4	42,792173319998	-10	50
3	42,796204896662	-10	60
5	42,796392396662	-10	70
3	43,038635723725	-12	90
1	43,253098019948	-20	90
5	43,256770275964	-10	60
3	43,268644852379	-15	90
4	43,281302527749	-10	60
4	43,528030483836	-10	80
5	43,729210234667	-10	50
3	43,731788073574	-20	50
2	43,734444396343	-15	80
1	43,970390971319	-15	70
4	43,972891331104	-10	70
3	44,018046817667	-20	90
5	44,217978528002	-10	50
4	44,241182233971	-10	80
2	44,441424660005	-15	80
5	44,447049583904	-10	50
1	44,681511877736	-12	50
3	44,684168109041	-20	50
4	44,693465344624	-10	70
5	44,716199975716	-10	50
3	44,949723931756	-15	80
4	44,967694266141	-10	70
5	45,189811586731	-10	70
2	45,410992092528	-20	90
4	45,414195531976	-10	70
3	45,416773386882	-15	70
1	45,436460235791	-15	80
4	45,648813541934	-10	100
5	45,678736611401	-10	70
3	45,690219616225	-20	60
5	45,926636060585	-10	50
2	45,929292998668	-15	40
4	45,932886816733	-10	70
3	46,121878693537	-20	60
1	46,127269353501	-15	80
3	46,383762602605	-20	90
2	46,399184366056	-12	60
5	46,405482382564	-10	70
4	46,41634257154	-10	70
5	46,655882838033	-10	90
1	46,849171388379	-12	60
4	46,860578302021	-10	60
4	47,08597733862	-10	90
3	47,088789847449	-20	50
2	47,351065506661	-15	80
3	47,353720610684	-15	40
5	47,357471855648	-10	50
4	47,367472243028	-10	70
4	47,613838900311	-10	90
1	47,813426350433	-15	80
5	47,830771029514	-10	50
3	47,833426252282	-15	70
4	48,046982258401	-10	70
2	48,055701510304	-15	80
5	48,281288287997	-10	90
3	48,281475787997	-20	90
1	48,33555301405	-15	70
4	48,54907940698	-10	70
3	48,574156370226	-20	100
4	48,800104500357	-10	90
2	49,040925988144	-20	90
1	49,050970768009	-12	60
5	49,053473114029	-10	60
4	49,258090585414	-10	80
5	49,29535730881	-10	90
3	49,491536680163	-15	40
5	49,535678943962	-10	80
1	49,740373839299	-15	70
4	49,743343060377	-10	30
5	49,766156457694	-10	90
2	49,983274161812	-15	80
4	49,997258861686	-10	80
3	50,006554522277	-12	40
5	50,22468947722	-10	70
3	50,255000964989	-10	20
4	50,448213646805	-10	60
5	50,685019422521	-10	70
1	50,697831752062	-15	80
4	50,710723426568	-10	80
3	50,713456758498	-12	70
2	50,927450271325	-20	90
5	50,949169949688	-10	60
3	50,959090849718	-12	60
4	51,161678169057	-10	60
3	51,216209076009	-15	70
5	51,407781077304	-10	60
4	51,41449957764	-10	70
1	51,42332748142	-12	60
2	51,64786808969	-15	70
3	51,65622745243	-15	70
4	51,685682006604	-10	90
5	51,696854158677	-10	60
4	52,121792506651	-10	80
1	52,128198840043	-15	70
3	52,151245578146	-15	80
5	52,151433078146	-10	50
4	52,168122165183	-10	100
2	52,361254702308	-12	40
5	52,418053328762	-10	60
4	52,610169897324	-10	60
3	52,627201085692	-20	60
1	52,843929050819	-12	60
5	52,857366964223	-10	60
2	52,863148493321	-15	80
4	52,882211537153	-10	80
5	53,129955150922	-10	80
4	53,135814634549	-10	90
3	53,364884483619	-15	30
4	53,561299972117	-10	80
5	53,613645073063	-10	30
3	53,616299697785	-15	80
2	53,805527730757	-15	80
1	53,810059111574	-15	80
4	53,838653453142	-10	90
5	54,064756215161	-10	80
3	54,076005335788	-15	80
4	54,281561500851	-10	70
1	54,3135140282	-12	40
5	54,335859855261	-10	60
4	54,525320612509	-10	70
3	54,536179836972	-15	70
2	54,547898950656	-20	90
5	54,801971393775	-10	60
4	54,805018394873	-10	80
3	55,00760428253	-20	90
5	55,24448837016	-10	80
1	55,247378992955	-12	60
4	55,260973296744	-10	70
3	55,481997414372	-15	10
2	55,503716805834	-15	80
5	55,514732787512	-10	80
5	55,748491227364	-10	70
4	55,751694338957	-10	40
3	55,961781145237	-15	80
2	55,976155958814	-12	50
1	55,982874679125	-15	80
4	56,005766924167	-10	70
5	56,012095171988	-10	60
5	56,248119733155	-10	90
3	56,441564876101	-20	50
5	56,684542615512	-10	80
4	56,701496405004	-10	70
1	56,925254915704	-12	60
2	56,933692610557	-15	90
3	56,947832808515	-15	80
5	56,950802138213	-10	80
4	57,171670122883	-10	70
5	57,198467741701	-10	60
4	57,408163747979	-10	90
3	57,413632262504	-20	60
2	57,645516382034	-12	60
5	57,654032349597	-10	50
1	57,66223481494	-15	90
4	57,697627085939	-10	90
5	57,928964383803	-10	80
4	58,125065740944	-10	60
3	58,149674956401	-15	80
2	58,166395194844	-12	50
4	58,177645688827	-10	70
5	58,361793538401	-10	70
3	58,387965266798	-20	60
4	58,613912311942	-10	70
5	58,622974790589	-10	70
1	58,636020989971	-15	80
2	58,85431156362	-15	70
5	58,88470350398	-10	90
3	59,084008214993	-15	30
4	59,089320619771	-10	40
5	59,136119262174	-10	70
3	59,324173523312	-15	70
5	59,364956046976	-10	70
1	59,367922784253	-12	60
2	59,570620054408	-12	50
4	59,578557974853	-10	50
3	59,592698031367	-15	70
5	59,823957636838	-10	60
1	59,858643820949	-12	50
4	60,041700669181	-10	90
2	60,281631599237	-15	80
3	60,298584685127	-15	80
5	60,30217856242	-10	80
4	60,522109389056	-10	40
3	60,761649718628	-20	90
5	60,769149773251	-10	40
1	60,771649739214	-15	80
4	60,780165728549	-10	90
5	61,016502945207	-10	80
2	61,241745936458	-20	90
3	61,244245941097	-15	20
1	61,254870991831	-12	40
4	61,268231166331	-10	50
5	61,29646626393	-10	30
4	61,5105839845	-10	70
3	61,734654723011	-15	70
5	61,772233764933	-10	50
4	61,77551569765	-10	90
1	61,969976199521	-15	80
2	61,988414490681	-15	60
4	62,007946441953	-10	80
5	62,209672885433	-10	60
3	62,215063367659	-15	70
4	62,49429231578	-10	20
5	62,681878383912	-10	70
2	62,701409691794	-12	50
1	62,706800012234	-15	70
3	62,921731202675	-15	70
5	62,938059587753	-10	90
5	63,167162044236	-10	80
4	63,180490842759	-10	80
2	63,408546079683	-15	70
3	63,414405486051	-20	90
1	63,43510803185	-15	70
5	63,438468927001	-10	40
4	63,453859735197	-10	70
5	63,687228135456	-10	70
4	63,887157960662	-10	70
3	63,890126765696	-15	80
5	64,125995145699	-10	80
2	64,159043394056	-15	70
1	64,365801021534	-15	80
4	64,368582485753	-10	70
5	64,381473593197	-10	80
3	64,607966437254	-20	90
5	64,625467145251	-10	90
4	64,657499430202	-10	40
5	65,081812676576	-10	80
2	65,084625241253	-20	90
4	65,099313115644	-10	60
5	65,322524833606	-10	80
1	65,322712333606	-12	60
3	65,328228009337	-20	50
4	65,369899610376	-10	90
5	65,563315113219	-10	70
4	65,604019656035	-10	70
3	65,606986729603	-20	90
1	65,810120946184	-10	40
2	65,830981374656	-15	60
5	65,833793673052	-10	50
3	66,046489463051	-15	70
4	66,061068262659	-10	50
5	66,289436186012	-10	80
4	66,29248311464	-10	80
1	66,32638863707	-12	80
2	66,335922442939	-12	50
4	66,540539238886	-10	70
3	66,553273062712	-12	20
5	66,81578372139	-10	70
4	66,818908553537	-10	60
1	67,002510132639	-15	70
2	67,048197285386	-15	90
4	67,260175940192	-10	60
5	67,262831899419	-10	30
5	67,482684440236	-10	90
3	67,486043856472	-15	90
1	67,726318514077	-15	70
3	67,749880962086	-15	80
5	67,763397865285	-10	50
4	67,767616884348	-10	70
2	67,961999442382	-15	80
5	68,218415205485	-10	70
4	68,244275401642	-10	60
3	68,445611311394	-15	70
1	68,464673543781	-15	70
4	68,490925311413	-10	80
5	68,682260973653	-10	50
3	68,922113798384	-15	70
5	68,925473127779	-10	80
2	68,93242631102	-20	90
5	69,175013867438	-10	90
4	69,207123873085	-10	50
1	69,214934458593	-15	70
5	69,404944382099	-10	80
3	69,419788030711	-12	40
2	69,648000193115	-15	60
4	69,655734999602	-10	70
5	69,685032777439	-10	40
3	69,888087474492	-15	80
1	69,891321827181	-12	50
4	69,89379094614	-10	80
3	70,153565095446	-20	90
5	70,167863592904	-10	50
4	70,365246222374	-10	70
2	70,605692693178	-15	80
5	70,608427117172	-10	50
3	70,629364498578	-15	70
1	70,6351454292	-15	70
4	70,648975230707	-10	80
5	70,654522481768	-10	70
4	71,082429633046	-10	70
3	71,090710846095	-15	80
5	71,094148642202	-10	40
4	71,331110836316	-10	80
1	71,338220031561	-15	70
2	71,565260175775	-15	70
5	71,582526392633	-10	60
3	71,603697465627	-12	20
4	71,810191138419	-10	50
5	71,853942770818	-10	90
1	72,042231502829	-12	50
3	72,044965857928	-15	90
2	72,055591272354	-12	60
4	72,074029223416	-10	60
5	72,286412375877	-10	50
5	72,55264115615	-10	90
4	72,564750890041	-10	60
3	72,767883670937	-15	80
5	72,78819689966	-10	80
2	72,79194654416	-15	80
1	72,812804626457	-15	100
5	73,017424336046	-10	80
5	73,260089711533	-10	60
3	73,272120435483	-20	60
4	73,278606057925	-10	70
1	73,487285858223	-12	40
4	73,522521396409	-10	80
5	73,744092356043	-10	70
2	73,746591921758	-15	80
